,imdb_title_id,title,original_title,year,date_published,genre,duration,country,avg_vote,votes,budget,weighted_average_vote,total_votes,mean_vote,median_vote,females_allages_avg_vote,lead_actor,lead_director,lead_writer
56040,tt1249439,I See You,I See You,2019,2019-02-12,Thriller,78,USA,2.5,480,0,2.5,480,3.0,2.0,2.4,Aaron Perilo,Andrew Schuth,Aaron Perilo
56041,tt1249443,You Wont Miss Me,You Wont Miss Me,2009,2009-01-16,"Comedy, Drama",81,USA,4.9,284,0,4.9,284,5.5,5.0,5.5,Stella Schnabel,Ry Russo-Young,Stella Schnabel
56048,tt1251368,Sasquatch Assault,Sasquatch Assault,2009,2009,"Action, Horror",85,USA,3.5,327,0,3.5,327,4.4,4.0,4.3,Kevin Shea,Andrew Gernhard,Kevin Shea
56050,tt1251495,Spicy Mac Project,Spicy Mac Project,2009,2009-01-01,Comedy,90,USA,5.4,102,25000,5.4,102,9.0,10.0,6.1,Steve Bakken,Spicy Mac,Steve Bakken
56052,tt1251735,Justin Time,Justin Time,2010,2010,"Adventure, Family",89,USA,3.7,169,0,3.7,169,4.6,4.0,3.9,Brian Wimmer,Rob Diamond,Brian Wimmer
56053,tt1251743,Salvation Boulevard,Salvation Boulevard,2011,2011-07-15,"Comedy, Crime, Drama",96,USA,5.3,4377,5500000,5.3,4377,5.5,6.0,5.2,Jennifer Connelly,George Ratliff,Jennifer Connelly
56054,tt1251757,Middle Men,Middle Men,2009,2010-08-06,"Comedy, Crime, Drama",105,USA,6.8,36283,20000000,6.8,36283,5.6,6.0,6.6,Luke Wilson,George Gallo,Luke Wilson
56057,tt1252329,Redwoods,Redwoods,2009,2009-06-24,"Drama, Romance",82,USA,5.5,1525,115000,5.5,1525,5.5,6.0,5.1,Matthew Montgomery,David Lewis,Matthew Montgomery
56061,tt1252507,The Way Home,The Way Home,2010,2010,Drama,89,USA,5.9,577,0,5.9,577,6.6,7.0,6.3,Dean Cain,Lance W. Dreesen,Dean Cain
56072,tt1253596,Midgets Vs. Mascots,Midgets Vs. Mascots,2009,2011-01-10,Comedy,85,USA,5.1,663,2000000,5.1,663,6.3,7.0,5.7,Rick Howland,Ron Carlson,Rick Howland
56074,tt1253853,"Live Fast, Die Young","Live Fast, Die Young",2008,2008,Drama,101,USA,8.2,790,0,8.2,790,8.8,9.0,9.3,Tammy Felice,Timothy A. Chey,Tammy Felice
56075,tt1253859,Road to Hell,Road to Hell,2008,2017-01-27,"Action, Fantasy, Musical",87,USA,6.2,859,0,6.2,859,8.4,9.0,5.9,Michael Paré,Albert Pyun,Michael Paré
56076,tt1253863,300 - L'alba di un impero,300: Rise of an Empire,2014,2014-03-06,"Action, Drama",102,USA,6.2,276636,110000000,6.2,276636,6.3,6.0,6.3,Sullivan Stapleton,Noam Murro,Sullivan Stapleton
56080,tt1254696,Splinterheads,Splinterheads,2009,2009-10-02,Comedy,94,USA,5.9,1404,0,5.9,1404,6.4,6.0,6.4,Thomas Middleditch,Brant Sersen,Thomas Middleditch
56083,tt1254956,From Inside,From Inside,2008,2014-10-21,"Animation, Horror",71,USA,6.2,230,100000,6.2,230,6.4,7.0,6.2,Corryn Cummins,John Bergin,Corryn Cummins
56084,tt1254978,Daylight,Daylight,2010,2010-08-21,"Crime, Horror, Thriller",75,USA,5.1,209,0,5.1,209,5.6,5.0,5.6,Alexandra Meierhans,David Barker,Alexandra Meierhans
56101,tt1258137,Give 'em Hell Malone,Give 'em Hell Malone,2009,2009-07-25,"Action, Crime, Thriller",96,USA,5.9,6025,15000000,5.9,6025,6.1,6.0,5.8,Thomas Jane,Russell Mulcahy,Thomas Jane
56105,tt1258154,Rock Slyde,Rock Slyde,2009,2009-03-31,Comedy,89,USA,5.6,578,350000,5.6,578,6.4,6.0,7.0,Patrick Warburton,Chris Dowling,Patrick Warburton
56109,tt1258201,Hello Lonesome,Hello Lonesome,2010,2010,"Comedy, Drama",93,USA,6.5,278,0,6.5,278,7.1,7.0,6.8,Sabrina Lloyd,Adam Reid,Sabrina Lloyd
56113,tt1258998,The Tenant,The Tenant,2010,2010,"Action, Horror, Thriller",96,USA,3.0,638,0,3.0,638,4.3,3.0,3.0,J. LaRose,Ric La Monte,J. LaRose
56119,tt1259521,Quella casa nel bosco,The Cabin in the Woods,2011,2012-05-18,Horror,95,USA,7.0,366795,30000000,7.0,366795,6.9,7.0,6.7,Kristen Connolly,Drew Goddard,Kristen Connolly
56120,tt1259528,Nella tana dei lupi,Den of Thieves,2018,2018-04-05,"Action, Crime, Drama",140,USA,7.0,88814,30000000,7.0,88814,7.1,7.0,6.9,Gerard Butler,Christian Gudegast,Gerard Butler
56122,tt1259571,The Twilight Saga: New Moon,The Twilight Saga: New Moon,2009,2009-11-18,"Adventure, Drama, Fantasy",130,USA,4.7,260695,50000000,4.7,260695,5.1,5.0,5.5,Kristen Stewart,Chris Weitz,Kristen Stewart
56123,tt1259580,Once More with Feeling,Once More with Feeling,2009,2010-02-16,"Comedy, Drama",105,USA,5.5,192,0,5.5,192,6.1,6.0,6.1,Chazz Palminteri,Jeff Lipsky,Chazz Palminteri
56124,tt1259586,Promise,Promise,2008,2009-08-25,Thriller,79,USA,3.8,100,0,3.8,100,4.2,4.0,3.6,Ron Berg,David Michael Quiroz Jr.,Ron Berg
56132,tt1260365,On the Inside - La prigione dei folli,On the Inside,2011,2011-11-09,"Drama, Thriller",95,USA,5.3,1950,4000000,5.3,1950,5.5,5.0,5.6,Nick Stahl,D.W. Brown,Nick Stahl
56137,tt1260567,Dark House,Dark House,2009,2009-04-19,"Horror, Thriller",85,USA,4.9,2113,0,4.9,2113,5.5,5.0,5.1,Jeffrey Combs,Darin Scott,Jeffrey Combs
56138,tt1260570,Die-ner (Get It?),Die-ner (Get It?),2009,2009-10-31,"Comedy, Horror",75,USA,4.1,560,500000,4.1,560,5.1,5.0,4.3,Joshua Grote,Patrick Horvath,Joshua Grote
56139,tt1260573,Homewrecker,Homewrecker,2009,2009-06-01,"Comedy, Romance",102,USA,3.6,131,0,3.6,131,4.3,4.0,3.7,Dylan Vox,Paul Hart,Dylan Vox
56140,tt1260587,The Scenesters,The Scenesters,2009,2009,"Comedy, Crime, Mystery",101,USA,5.9,466,0,5.9,466,6.7,7.0,6.9,Blaise Miller,Todd Berger,Blaise Miller
56142,tt1260680,Pathfinders: In the Company of Strangers,Pathfinders: In the Company of Strangers,2011,2011-01-11,"Action, Drama, History",100,USA,3.5,1236,50,3.5,1236,3.8,3.0,3.8,Christopher Serrone,Curt A. Sindelar,Christopher Serrone
56144,tt12607910,Black Is King,Black Is King,2020,2020-07-31,"Adventure, Drama, Fantasy",85,USA,5.4,6990,0,5.4,6990,6.7,9.0,7.3,Folajomi 'FJ' Akinmurele,Emmanuel Adjei,Folajomi 'FJ' Akinmurele
56157,tt1261414,Penance,Penance,2009,2009-05-30,"Horror, Thriller",85,USA,3.4,1006,500000,3.4,1006,3.9,3.0,3.6,Marieh Delfino,Jake Kennedy,Marieh Delfino
56158,tt1261415,Dismal,Dismal,2009,2009,"Horror, Thriller",79,USA,2.9,585,130000,2.9,585,3.6,3.0,2.5,Lydia Chandler,Gary King,Lydia Chandler
56159,tt1261420,In My Pocket,In My Pocket,2011,2013-02-05,"Drama, Romance",94,USA,4.9,182,2000000,4.9,182,6.0,6.0,5.4,Gregory Smith,David Lisle Johnson,Gregory Smith
56161,tt1261889,The Korean,The Korean,2008,2008-07-28,Action,98,USA,3.2,193,0,3.2,193,3.9,3.0,1.8,Josiah D. Lee,Thomas Dixon,Josiah D. Lee
56165,tt1261945,Sex and the City 2,Sex and the City 2,2010,2010-05-28,"Comedy, Drama, Romance",146,USA,4.5,72948,100000000,4.5,72948,4.8,5.0,5.2,Sarah Jessica Parker,Michael Patrick King,Sarah Jessica Parker
56166,tt1261964,All God's Creatures,All God's Creatures,2011,2011-06-04,"Drama, Romance, Thriller",83,USA,5.2,115,30000,5.2,115,5.7,5.0,6.4,Elena Tovar,Ryan Charles,Elena Tovar
56168,tt1262406,Fading of the Cries,Fading of the Cries,2008,2008,"Action, Fantasy, Horror",94,USA,3.1,1538,450000,3.1,1538,4.0,3.0,3.3,Brad Dourif,Steven Maguire,Brad Dourif
56169,tt1262413,Offspring,Offspring,2009,2009-08-28,Horror,79,USA,4.8,2394,0,4.8,2394,5.0,5.0,4.7,Jessica Butler,Andrew van den Houten,Jessica Butler
56170,tt1262414,Pig,Pig,2011,2015-07-02,"Drama, Mystery, Sci-Fi",90,USA,5.8,572,0,5.8,572,6.2,6.0,6.2,Rudolf Martin,Henry Barrial,Rudolf Martin
56172,tt1262416,Scream 4,Scream 4,2011,2011-04-15,"Horror, Mystery",111,USA,6.1,125086,40000000,6.1,125086,6.4,6.0,6.2,Lucy Hale,Wes Craven,Lucy Hale
56175,tt1262941,Pickin' & Grinnin',Pickin' & Grinnin',2010,2010-04-17,Comedy,108,USA,6.4,120,1500000,6.4,120,7.2,9.0,6.4,Johnny Dowers,Jon Gries,Johnny Dowers
56177,tt1262978,Screwball: The Ted Whitfield Story,Screwball: The Ted Whitfield Story,2010,2010-10-01,"Comedy, Sport",90,USA,4.7,112,0,4.7,112,5.6,6.0,6.6,Ross Patterson,Tommy Reid,Ross Patterson
56178,tt1262981,Il papà migliore del mondo,World's Greatest Dad,2009,2010-09-24,"Comedy, Drama",99,USA,6.9,36809,0,6.9,36809,7.0,7.0,6.6,Robin Williams,Bobcat Goldthwait,Robin Williams
56180,tt1262990,Paradise - Viaggio a Las Vegas,Paradise,2013,2013-10-18,"Comedy, Drama",86,USA,5.0,3387,0,5.0,3387,5.2,5.0,5.3,Julianne Hough,Diablo Cody,Julianne Hough
56181,tt1263018,The Devil Within,The Devil Within,2010,2010-05-21,Thriller,80,USA,2.8,296,300000,2.8,296,4.0,3.0,3.1,Elizabeth Di Prinzio,Tom Hardy,Elizabeth Di Prinzio
56183,tt1263670,Crazy Heart,Crazy Heart,2009,2010-03-05,"Drama, Music, Romance",112,USA,7.2,82908,7000000,7.2,82908,7.3,7.0,7.1,Jeff Bridges,Scott Cooper,Jeff Bridges
56185,tt1263687,Johnny Sunshine Maximum Violence,Johnny Sunshine Maximum Violence,2008,2008-08-05,Horror,78,USA,2.5,233,7000,2.5,233,3.4,2.0,2.8,Ian Argo,Matt Yeager,Ian Argo
56195,tt1263800,Hole in One,Hole in One,2009,2009-09-09,"Comedy, Sport",100,USA,2.9,3133,200000,2.9,3133,3.6,3.0,2.6,Steve Talley,Drew Ann Rosenberg,Steve Talley
56198,tt1264098,Maneater,Maneater,2009,2009-11-01,Horror,92,USA,4.1,400,0,4.1,400,4.7,4.0,3.7,Dean Cain,Michael Emanuel,Dean Cain
56199,tt1264103,Adopted,Adopted,2009,2009,Comedy,80,USA,4.2,399,0,4.2,399,4.6,5.0,4.2,Louise Engelbrecht,Pauly Shore,Louise Engelbrecht
56200,tt1264115,The Trial,The Trial,2010,2010-09-10,"Drama, Mystery",101,USA,5.6,1351,0,5.6,1351,5.8,6.0,5.7,Matthew Modine,Gary Wheeler,Matthew Modine
56211,tt1265294,Dire Wolf,Dire Wolf,2009,2009,"Action, Horror, Sci-Fi",86,USA,3.5,401,0,3.5,401,3.4,2.0,3.3,Maxwell Caulfield,Fred Olen Ray,Maxwell Caulfield
56212,tt1265598,In the Gray,In the Gray,2012,2012,"Crime, Drama",122,USA,7.0,1691,5000000,7.0,1691,8.8,9.0,8.2,George Katt,Rob Holloway,George Katt
56214,tt1265990,The Roommate - Il terrore ti dorme accanto,The Roommate,2011,2011-02-04,"Drama, Mystery, Thriller",94,USA,4.8,36091,16000000,4.8,36091,5.1,5.0,5.1,Leighton Meester,Christian E. Christiansen,Leighton Meester
56218,tt1266036,Valley Girl,Valley Girl,2020,2020-05-08,"Comedy, Musical, Romance",102,USA,5.4,1391,0,5.4,1391,5.7,6.0,5.8,Jessica Rothe,Rachel Lee Goldenberg,Jessica Rothe
56221,tt1266047,The Boy with the Sun in His Eyes,The Boy with the Sun in His Eyes,2009,2009-06-09,"Comedy, Drama, Thriller",81,USA,3.5,194,0,3.5,194,4.1,4.0,2.5,Tim Swain,Todd Verow,Tim Swain
56223,tt1266073,House of Flesh Mannequins - La casa dei manichini di carne,House of Flesh Mannequins,2009,2009-10-01,"Drama, Horror, Mystery",100,USA,3.3,272,400000,3.3,272,4.5,3.0,2.1,Domiziano Arcangeli,Domiziano Cristopharo,Domiziano Arcangeli
56226,tt1266139,Mexican Gangster,Mexican Gangster,2008,2008-11-01,Action,89,USA,4.2,121,1000000,4.2,121,4.8,4.0,3.4,John Loretto,Damian Chapa,John Loretto
56228,tt1266542,The Break-Up Artist,The Break-Up Artist,2009,2009-11-10,"Comedy, Romance",105,USA,4.9,1452,2000000,4.9,1452,5.2,5.0,5.0,Amanda Crew,Steve Woo,Amanda Crew
56235,tt1267319,Home Movie,Home Movie,2008,2008-07-10,"Drama, Horror, Thriller",77,USA,5.6,4108,0,5.6,4108,5.7,6.0,5.7,Adrian Pasdar,Christopher Denham,Adrian Pasdar
56247,tt1268161,21 and a Wake-Up,21 and a Wake-Up,2009,2009-10-30,"Drama, War",123,USA,5.3,125,3000000,5.3,125,6.3,7.0,5.9,Amy Acker,Chris McIntyre,Amy Acker
56249,tt1268294,Tricks of a Woman,Tricks of a Woman,2008,2008-12-04,Romance,81,USA,4.1,227,125000,4.1,227,4.4,4.0,3.7,Scott Elrod,Todd Norwood,Scott Elrod
56250,tt1268799,"Harold & Kumar, un Natale da ricordare",A Very Harold & Kumar 3D Christmas,2011,2011-11-04,"Adventure, Comedy",90,USA,6.3,64589,19000000,6.3,64589,6.4,6.0,6.2,Patton Oswalt,Todd Strauss-Schulson,Patton Oswalt
56251,tt1268809,Night of the Demons,Night of the Demons,2009,2011-05-26,"Action, Comedy, Fantasy",93,USA,4.7,6995,10000000,4.7,6995,5.0,5.0,4.6,Tatyana Kanavka,Adam Gierasch,Tatyana Kanavka
56253,tt1268962,Drool,Drool,2009,2009-01-16,Comedy,85,USA,5.7,745,1000000,5.7,745,6.2,6.0,6.2,Laura Harring,Nancy Kissam,Laura Harring
56255,tt1268981,The Prankster,The Prankster,2010,2010,Comedy,118,USA,5.0,373,1700000,5.0,373,6.1,6.0,5.5,Matt Angel,Tony Vidal,Matt Angel
56256,tt1268987,Operation: Endgame,Rogues Gallery,2010,2012-05-19,"Action, Comedy",87,USA,4.9,9949,0,4.9,9949,5.0,5.0,5.1,Joe Anderson,Fouad Mikati,Joe Anderson
56260,tt1269734,Angel of Death,Angel of Death,2009,2009-07-07,"Action, Crime, Thriller",77,USA,5.0,2121,0,5.0,2121,5.3,5.0,4.9,Zoë Bell,Paul Etheredge,Zoë Bell
56261,tt1270079,All Alone,All Alone,2011,2011-10-23,Thriller,90,USA,4.2,201,0,4.2,201,4.9,4.0,5.1,Mandy Levin,Jon Cellini,Mandy Levin
56263,tt1270113,Ryan and Sean's Not So Excellent Adventure,Ryan and Sean's Not So Excellent Adventure,2008,2008-11-14,Comedy,80,USA,4.8,583,1000000,4.8,583,6.7,9.0,6.7,Ryan Higa,Richard Van Vleet,Ryan Higa
56264,tt1270114,Saints and Soldiers: The Void,Saints and Soldiers: The Void,2014,2014-08-15,"Action, Drama, War",94,USA,5.3,2152,0,5.3,2152,5.5,6.0,5.5,Adam Gregory,Ryan Little,Adam Gregory
56268,tt1270277,Sympathy for Delicious,Sympathy for Delicious,2010,2011-04-30,Drama,96,USA,5.7,1814,0,5.7,1814,6.1,6.0,6.0,Christopher Thornton,Mark Ruffalo,Christopher Thornton
56269,tt1270286,To Save a Life,To Save a Life,2009,2010-11-11,Drama,120,USA,6.9,5362,500000,6.9,5362,7.5,8.0,7.5,Randy Wayne,Brian Baugh,Randy Wayne
56270,tt1270291,Hunter Prey,Hunter Prey,2010,2010-05-01,"Sci-Fi, Thriller",88,USA,5.8,5812,425000,5.8,5812,6.0,6.0,5.2,Clark Bartram,Sandy Collora,Clark Bartram
56271,tt1270296,The Killing Jar - Situazione critica,The Killing Jar,2010,2010-01-01,"Crime, Mystery, Thriller",92,USA,5.8,2500,400000,5.8,2500,5.9,6.0,6.0,Amber Benson,Mark Young,Amber Benson
56285,tt1270835,Hatchet II,Hatchet II,2010,2010-11-01,"Action, Comedy, Horror",85,USA,5.5,12155,800000,5.5,12155,5.7,6.0,5.2,Danielle Harris,Adam Green,Danielle Harris
56298,tt1272492,Signals,Signals,2008,2008-06-14,Sci-Fi,135,USA,4.6,101,0,4.6,101,6.9,9.0,7.1,Ronnie Connell,Carlos Etzio Roman,Ronnie Connell
56299,tt1272878,Cani sciolti,2 Guns,2013,2013-10-24,"Action, Comedy, Thriller",109,USA,6.7,192738,61000000,6.7,192738,6.8,7.0,6.7,Denzel Washington,Baltasar Kormákur,Denzel Washington
56302,tt1273207,Deadheads,Deadheads,2011,2011-04-29,"Adventure, Comedy, Horror",96,USA,5.4,5085,0,5.4,5085,5.7,6.0,5.7,Michael McKiddy,Brett Pierce,Michael McKiddy
56304,tt1273219,The Last Film Festival,The Last Film Festival,2016,2016-09-16,Comedy,90,USA,4.0,272,650000,4.0,272,4.6,4.0,4.8,Dennis Hopper,Linda Yellen,Dennis Hopper
56306,tt1273229,The Outside,The Outside,2009,2010-07-20,Drama,90,USA,5.6,163,500000,5.6,163,6.8,7.0,5.8,Michael Graziadei,Ari Davis,Michael Graziadei
56308,tt1273236,Standing Firm,Standing Firm,2010,2010-08-24,Drama,81,USA,5.9,185,50000,5.9,185,6.5,7.0,7.1,Rob Reisman,Kyle Prohaska,Rob Reisman
56309,tt1273241,Brotherhood,Brotherhood,2010,2010-11-18,"Crime, Drama, Thriller",76,USA,6.4,3861,0,6.4,3861,6.5,7.0,6.7,Lou Taylor Pucci,Will Canon,Lou Taylor Pucci
56311,tt1273678,Operazione spy sitter,The Spy Next Door,2010,2010-01-15,"Action, Comedy, Family",94,USA,5.4,39646,28000000,5.4,39646,5.7,6.0,5.7,Jackie Chan,Brian Levant,Jackie Chan
56318,tt1274296,Ascolta il tuo cuore,Listen to Your Heart,2010,2011-05-04,"Drama, Music, Romance",102,USA,7.0,4497,0,7.0,4497,7.6,8.0,7.2,Alexia Rasmussen,Matt Thompson,Alexia Rasmussen
56320,tt1274418,Lesser of Three Evils,Lesser of Three Evils,2007,2007-06-04,"Action, Crime, Drama",88,USA,3.8,371,1300000,3.8,371,4.3,4.0,5.2,Ho-Sung Pak,Wayne Kennedy,Ho-Sung Pak
56322,tt1274589,The Mother of Invention,The Mother of Invention,2009,2009-05-02,Comedy,105,USA,6.3,190,60000,6.3,190,7.0,8.0,7.5,Andrew Bowser,Andrew Bowser,Andrew Bowser
56323,tt1274596,USS Seaviper,USS Seaviper,2012,2012-05-28,"Action, Drama, War",102,USA,2.3,843,3000000,2.3,843,4.1,2.0,2.3,Tim Large,Ralph A. Villani,Tim Large
56325,tt1274639,Breast Picture,Breast Picture,2010,2010,"Comedy, Romance",86,USA,5.7,161,75000,5.7,161,6.9,7.0,6.5,Joel Spence,Jonathan Smith,Joel Spence
56327,tt1274717,Bittersweet,Bittersweet,2008,2008-07-23,Drama,75,USA,4.3,132,50000,4.3,132,5.3,5.0,5.1,Emma Kenney,Greg Levins,Emma Kenney
56342,tt1276105,Saint John of Las Vegas,Saint John of Las Vegas,2009,2009-06-10,"Comedy, Drama",85,USA,5.7,2779,3800000,5.7,2779,5.9,6.0,5.7,Steve Buscemi,Hue Rhodes,Steve Buscemi
56344,tt12764048,Steve-O: Gnarly,Steve-O: Gnarly,2020,2020-07-18,Comedy,58,USA,6.4,178,0,6.4,178,6.7,7.0,5.0,Steve-O,Mark Ritchie,Steve-O
56347,tt1276982,Sculpture,Sculpture,2009,2009-07-22,Horror,88,USA,3.1,156,0,3.1,156,3.9,3.0,2.4,Raine Brown,Pete Jacelone,Raine Brown
56348,tt1276988,L'ultima estate insieme,Summer Eleven,2010,2011-04-26,"Drama, Family",93,USA,6.3,340,5000000,6.3,340,6.7,7.0,6.3,Alice Ziolkoski,Joseph Kell,Alice Ziolkoski
56350,tt1277737,The Stoning of Soraya M.,The Stoning of Soraya M.,2008,2009-10-09,Drama,114,USA,8.0,18513,0,8.0,18513,8.0,8.0,8.4,Shohreh Aghdashloo,Cyrus Nowrasteh,Shohreh Aghdashloo
56352,tt1277953,Madagascar 3 - Ricercati in Europa,Madagascar 3: Europe's Most Wanted,2012,2012-08-22,"Animation, Adventure, Comedy",95,USA,6.8,159018,145000000,6.8,159018,7.0,7.0,7.0,Ben Stiller,Eric Darnell,Ben Stiller
56356,tt1278073,Heterosexual Jill,Heterosexual Jill,2013,2013-06-26,Comedy,80,USA,5.3,127,0,5.3,127,5.8,6.0,5.3,Jen McPherson,Michelle Ehlen,Jen McPherson
56367,tt1278379,Jack Goes Boating,Jack Goes Boating,2010,2010-12-29,"Drama, Romance",91,USA,6.4,7959,0,6.4,7959,6.5,7.0,6.4,Philip Seymour Hoffman,Philip Seymour Hoffman,Philip Seymour Hoffman
56373,tt1279329,Warriors of the Apocalypse,Warriors of the Apocalypse,2009,2012-08-03,"Action, Sci-Fi, Thriller",88,USA,2.7,178,0,2.7,178,3.4,2.0,3.8,Brian Anthony,Len Kabasinski,Brian Anthony
56376,tt1279935,Notte folle a Manhattan,Date Night,2010,2010-05-07,"Comedy, Crime, Romance",88,USA,6.3,150419,55000000,6.3,150419,6.4,6.0,6.5,Steve Carell,Shawn Levy,Steve Carell
56379,tt1279966,Rivers Wash Over Me,Rivers Wash Over Me,2009,2009-06-06,"Drama, Romance",87,USA,5.9,198,0,5.9,198,6.3,7.0,6.5,Julia Carothers Hughes,John G. Young,Julia Carothers Hughes
56382,tt1280013,Trail of Blood,Trail of Blood,2011,2011-03-04,"Horror, Thriller",80,USA,4.4,214,85000,4.4,214,4.7,4.0,4.4,Robert Picardo,Joseph Guerrieri,Robert Picardo
56390,tt1280725,Wedding Palace,Wedding Palace,2013,2013-09-27,"Comedy, Romance",98,USA,5.8,208,1000000,5.8,208,6.3,6.0,6.3,Brian Tee,Christine Yoo,Brian Tee
56391,tt1281374,Don McKay,Don McKay,2009,2009-04-24,"Drama, Mystery, Thriller",87,USA,5.8,2237,0,5.8,2237,5.9,6.0,5.4,Thomas Haden Church,Jake Goldberger,Thomas Haden Church
56392,tt1281383,Pedro,Pedro,2008,2008-09-07,Drama,90,USA,6.8,470,0,6.8,470,7.1,7.0,7.3,Alex Loynaz,Nick Oceano,Alex Loynaz
56396,tt1281966,SEAL Team VI,SEAL Team VI,2008,2017-01-12,"Action, Drama",99,USA,2.3,394,0,2.3,394,3.4,2.0,1.8,Jeremy Davis,Mark C. Andrews,Jeremy Davis
56399,tt1282036,Dead Fury,Dead Fury,2008,2008-10-17,"Animation, Action, Comedy",82,USA,4.2,193,0,4.2,193,4.9,5.0,5.3,Frank Sudol,Frank Sudol,Frank Sudol
56400,tt1282041,Anton Chekhov's The Duel,Anton Chekhov's The Duel,2010,2010-04-28,Drama,95,USA,6.8,618,0,6.8,618,7.0,7.0,6.9,Andrew Scott,Dover Koshashvili,Andrew Scott
56401,tt1282046,Fort McCoy,Fort McCoy,2011,2014-08-15,"Drama, History, War",100,USA,5.9,357,3000000,5.9,357,6.3,6.0,6.2,Eric Stoltz,Kate Connor,Eric Stoltz
56403,tt1282134,Beck '08: Unelectable,Beck '08: Unelectable,2008,2008-07-17,Comedy,120,USA,3.7,102,0,3.7,102,4.5,1.0,1.9,Glenn Beck,David Stern,Glenn Beck
56406,tt1282140,Easy Girl,Easy A,2010,2011-03-04,"Comedy, Drama, Romance",92,USA,7.0,350390,8000000,7.0,350390,7.2,7.0,7.4,Emma Stone,Will Gluck,Emma Stone
56417,tt1283540,The Brotherhood V: Alumni,The Brotherhood V: Alumni,2009,2009-01-18,"Horror, Thriller",86,USA,2.6,263,1000000,2.6,263,3.0,2.0,2.2,Brett Novek,David DeCoteau,Brett Novek
56418,tt1283542,A Numbers Game,A Numbers Game,2010,2010-04-15,Comedy,76,USA,3.7,226,1900000,3.7,226,4.8,4.0,4.3,Madison Walls,James Van Alden,Madison Walls
56419,tt1283546,Supreme Champion,Supreme Champion,2010,2010-07-01,Action,86,USA,2.9,185,0,2.9,185,3.9,3.0,4.0,Stephan Bonnar,Ted Fox,Stephan Bonnar
56420,tt1283887,Burning Palms,Burning Palms,2010,2010-04-23,"Comedy, Thriller",105,USA,5.3,2641,5000000,5.3,2641,5.6,6.0,5.8,Jamie Chung,Christopher Landon,Jamie Chung
56423,tt1283911,Herpes Boy,Herpes Boy,2009,2009-10-24,Comedy,85,USA,5.1,140,0,5.1,140,6.5,6.0,5.0,Byron Lane,Nathaniel Atcheson,Byron Lane
56426,tt1283971,Vegas: Based on a True Story,Vegas: Based on a True Story,2008,2009-12-13,Drama,102,USA,6.6,197,0,6.6,197,7.0,7.0,7.2,Mark Greenfield,Amir Naderi,Mark Greenfield
56427,tt1283976,Earthwork,Earthwork,2009,2011-05-20,Drama,93,USA,7.4,372,1000000,7.4,372,8.2,9.0,7.5,John Hawkes,Chris Ordal,John Hawkes
56429,tt1284485,Zombie Lover,Make-Out with Violence,2008,2011-07-08,"Comedy, Fantasy, Horror",105,USA,4.6,658,150000,4.6,658,5.1,5.0,5.0,Brett Miller,Deagol Brothers,Brett Miller
56433,tt1284575,Bad Teacher - Una cattiva maestra,Bad Teacher,2011,2011-08-31,"Comedy, Romance",92,USA,5.6,189837,20000000,5.6,189837,5.8,6.0,5.7,Cameron Diaz,Jake Kasdan,Cameron Diaz
56438,tt1284656,Twists of Fate,Twists of Fate,2009,2012-09-30,"Action, Crime",86,USA,4.1,105,100000,4.1,105,7.0,10.0,5.3,Rick Borgia,Conrad Glover,Rick Borgia
56443,tt1285016,The Social Network,The Social Network,2010,2010-11-11,"Biography, Drama",120,USA,7.7,608745,40000000,7.7,608745,7.7,8.0,7.4,Jesse Eisenberg,David Fincher,Jesse Eisenberg
56452,tt1285217,Deadfall Trail,Deadfall Trail,2009,2011-07-02,"Horror, Thriller",98,USA,4.1,654,100000,4.1,654,4.6,4.0,4.3,Richard Anderson,Roze,Richard Anderson
56453,tt1285219,Ghosts Don't Exist,Ghosts Don't Exist,2010,2010-03-14,Horror,99,USA,3.3,392,250000,3.3,392,4.0,3.0,3.3,Phillip Roebuck,Eric Espejo,Phillip Roebuck
56462,tt1285309,The Joneses,The Joneses,2009,2010-04-23,"Comedy, Drama",96,USA,6.5,38056,10000000,6.5,38056,6.6,7.0,6.4,David Duchovny,Derrick Borte,David Duchovny
56481,tt1286746,Gutter King,Gutter King,2010,2010,"Action, Drama, Thriller",98,USA,4.0,242,0,4.0,242,4.9,4.0,4.7,Zeb Halsell,Keith Alan Morris,Zeb Halsell
56482,tt1286747,Danny Greene: The Rise and Fall of the Irishman,Danny Greene: The Rise and Fall of the Irishman,2009,2011-04-08,"Biography, Crime, History",60,USA,7.0,112,0,7.0,112,7.2,7.0,7.9,Shondor Birns,Tommy Reid,Shondor Birns
56483,tt1286753,Weakness,Weakness,2010,2010-10-24,"Comedy, Drama",98,USA,5.3,152,0,5.3,152,6.0,6.0,5.6,Bobby Cannavale,Michael Melamedoff,Bobby Cannavale
56484,tt1286765,Necromentia,Necromentia,2009,2009-10-05,Horror,82,USA,4.6,1631,300000,4.6,1631,5.1,5.0,4.4,Layton Matthews,Pearry Reginald Teo,Layton Matthews
56491,tt12876132,Deathstroke Knights & Dragons: The Movie,Deathstroke Knights & Dragons: The Movie,2020,2020-08-04,"Animation, Action",87,USA,6.4,442,0,6.4,442,6.7,7.0,6.6,Chris Jai Alex,Sung Jin Ahn,Chris Jai Alex
