,imdb_title_id,title,original_title,year,date_published,genre,duration,country,avg_vote,votes,budget,weighted_average_vote,total_votes,mean_vote,median_vote,females_allages_avg_vote,lead_actor,lead_director,lead_writer
67677,tt2527338,Star Wars: L'ascesa di Skywalker,Star Wars: Episode IX - The Rise of Skywalker,2019,2019-12-18,"Action, Adventure, Fantasy",141,USA,6.6,347274,275000000,6.6,347274,6.7,7.0,7.2,Carrie Fisher,J.J. Abrams,Carrie Fisher
67678,tt2527660,Foxfur,Foxfur,2012,2012-07-21,Fantasy,61,USA,5.9,118,500000,5.9,118,6.1,7.0,8.4,I. Elijah Baughman,Damon Packard,I. Elijah Baughman
67681,tt2528814,God's Not Dead - Dio non è morto,God's Not Dead,2014,2016-02-25,Drama,113,USA,4.7,39834,2000000,4.7,39834,5.7,6.0,6.3,Kevin Sorbo,Harold Cronk,Kevin Sorbo
67683,tt2530316,Beauty & the Beholder,Beauty & the Beholder,2018,2018-10-26,"Comedy, Drama, Romance",95,USA,4.4,167,0,4.4,167,5.4,5.0,4.6,Ruan Martins,Laron Austin,Ruan Martins
67689,tt2531334,Keep Watching,Keep Watching,2017,2017-10-31,"Horror, Mystery, Thriller",89,USA,4.3,3987,5000000,4.3,3987,4.5,5.0,4.5,Bella Thorne,Sean Carter,Bella Thorne
67690,tt2531344,Giù le mani dalle nostre figlie,Blockers,2018,2018-05-17,Comedy,102,USA,6.2,69041,21000000,6.2,69041,6.4,6.0,6.3,Leslie Mann,Kay Cannon,Leslie Mann
67691,tt2531362,Chariot,Chariot,2013,2013-07-15,"Drama, Mystery, Thriller",87,USA,5.1,1779,42000,5.1,1779,5.3,5.0,5.4,Anthony Montgomery,Brad Osborne,Anthony Montgomery
67693,tt2533024,Unidentified,Unidentified,2013,2013-11-08,"Comedy, Horror, Sci-Fi",90,USA,4.1,299,0,4.1,299,4.5,4.0,3.9,Parry Shen,Jason Richard Miller,Parry Shen
67698,tt2535084,The Jogger,The Jogger,2013,2013-10-05,Thriller,72,USA,5.1,138,500000,5.1,138,5.4,5.0,5.0,Derek Phillips,Jeff Robison,Derek Phillips
67699,tt2535348,Let There Be Zombies,Let There Be Zombies,2014,2015-03-03,"Adventure, Comedy, Horror",90,USA,2.9,142,0,2.9,142,3.8,3.0,4.4,Sydney Daly,Andrew Patterson,Sydney Daly
67700,tt2535394,Medal of Victory,Medal of Victory,2016,2016,"Action, Adventure, Comedy",89,USA,4.1,171,0,4.1,171,5.6,5.0,4.1,Richard Riehle,Joshua Moise,Richard Riehle
67703,tt2536086,Quarantine L.A.,Quarantine L.A.,2013,2016-03-17,"Horror, Sci-Fi",75,USA,2.4,520,1200000,2.4,520,3.3,2.0,2.3,Bo Lennart Robert Linton,Filip Maciejewicz,Bo Lennart Robert Linton
67705,tt2536246,Destination Planet Negro,Destination Planet Negro,2013,2015,Comedy,98,USA,6.1,108,0,6.1,108,5.3,6.0,6.6,Tosin Morohunfola,Kevin Willmott,Tosin Morohunfola
67716,tt2537390,Slow Learners,Slow Learners,2015,2015-08-19,"Comedy, Romance",96,USA,5.8,2640,0,5.8,2640,6.0,6.0,5.9,Adam Pally,Don Argott,Adam Pally
67717,tt2538128,100 gradi sotto zero,100 Degrees Below Zero,2013,2014-03-04,"Action, Adventure, Drama",89,USA,2.4,1936,0,2.4,1936,2.7,2.0,2.6,Jeff Fahey,R.D. Braunstein,Jeff Fahey
67718,tt2538130,Da tre a zero,Return to Zero,2014,2014-03-16,Drama,104,USA,6.4,902,0,6.4,902,7.0,7.0,6.8,Minnie Driver,Sean Hanish,Minnie Driver
67719,tt2538204,#Lucky Number,#Lucky Number,2015,2015-09-01,Comedy,80,USA,5.0,448,1000000,5.0,448,5.9,6.0,5.1,Tom Pelphrey,Brendan Gabriel Murphy,Tom Pelphrey
67732,tt2543202,The Impaler,The Impaler,2013,2013-10-31,"Action, Horror, Thriller",86,USA,3.4,765,500000,3.4,765,5.2,4.0,3.3,Diana Angelson,Derek Hockenbrough,Diana Angelson
67733,tt2543336,The Harvest,The Harvest,2013,2015-04-10,"Drama, Mystery, Thriller",104,USA,6.1,6984,0,6.1,6984,6.2,6.0,6.2,Samantha Morton,John McNaughton,Samantha Morton
67736,tt2543508,Life Inside Out,Life Inside Out,2013,2014-01-10,Drama,102,USA,6.4,237,0,6.4,237,7.8,9.0,6.6,Maggie Baird,Jill D'Agnenica,Maggie Baird
67738,tt2543702,By the Gun,By the Gun,2014,2014-09-28,"Crime, Drama, Thriller",110,USA,4.8,2618,0,4.8,2618,5.1,5.0,4.8,Ben Barnes,James Mottern,Ben Barnes
67742,tt2544472,Apparitional,Apparitional,2014,2015-03-04,"Horror, Thriller",85,USA,4.4,714,0,4.4,714,4.7,4.5,4.5,Jeffrey Johnson,Andrew P. Jones,Jeffrey Johnson
67744,tt2544734,Bullet,Bullet,2014,2014-02-22,"Action, Crime, Thriller",87,USA,4.6,3308,3000000,4.6,3308,5.7,5.0,6.3,Danny Trejo,Nick Lyon,Danny Trejo
67750,tt2545384,Home,Home,2016,2016-03-01,"Drama, Horror, Thriller",87,USA,3.9,344,0,3.9,344,4.2,4.0,4.1,Heather Langenkamp,Frank Lin,Heather Langenkamp
67751,tt2545538,Hollow Creek,Hollow Creek,2016,2016-02-01,"Crime, Horror, Mystery",116,USA,4.3,609,500000,4.3,609,4.7,4.0,4.7,Steve Daron,Guisela Moro,Steve Daron
67753,tt2545936,Jake's Road,Jake's Road,2017,2017-09-23,"Action, Horror, Thriller",85,USA,4.0,194,13100000,4.0,194,4.9,5.0,4.3,Eric Roberts,Mike Mayhall,Eric Roberts
67755,tt2546764,Sons of Liberty,Sons of Liberty,2013,2013-07-06,"Action, Sci-Fi",94,USA,3.7,270,2000000,3.7,270,4.7,4.0,4.5,Tamer Hassan,Drew Hall,Tamer Hassan
67756,tt2547172,Larry Gaye: Renegade Male Flight Attendant,Larry Gaye: Renegade Male Flight Attendant,2015,2015-06-05,"Comedy, Drama, Fantasy",99,USA,4.5,1252,0,4.5,1252,4.7,5.0,4.3,Mark Feuerstein,Sam Friedlander,Mark Feuerstein
67758,tt2547942,Starship: Rising,Starship: Rising,2014,2014-08-21,"Action, Sci-Fi",91,USA,2.2,840,3000000,2.2,840,2.8,1.0,1.9,Darren Jacobs,Neil Johnson,Darren Jacobs
67762,tt2548396,The Cloverfield Paradox,The Cloverfield Paradox,2018,2018-02-04,"Action, Adventure, Horror",102,USA,5.5,92693,45000000,5.5,92693,5.6,6.0,5.7,Gugu Mbatha-Raw,Julius Onah,Gugu Mbatha-Raw
67770,tt2551396,Come Back to Me,Come Back to Me,2014,2014-07-25,"Fantasy, Horror, Mystery",96,USA,5.9,4840,0,5.9,4840,6.0,6.0,6.0,Jon Abrahams,Paul Leyden,Jon Abrahams
67776,tt2551510,Blood Slaughter Massacre,Blood Slaughter Massacre,2013,2013-05-19,"Horror, Thriller",125,USA,3.1,153,50000,3.1,153,4.2,3.0,3.5,Matt W. Cody,Manny Serrano,Matt W. Cody
67782,tt2552498,Jack the Giant Killer,Jack the Giant Killer,2013,2013-02-18,"Action, Fantasy",87,USA,2.2,1641,0,2.2,1641,2.6,1.0,2.7,Jane March,Mark Atkins,Jane March
67783,tt2552570,Cleaver Family Reunion,Cleaver Family Reunion,2013,2013-03-29,Comedy,91,USA,4.0,230,0,4.0,230,5.1,5.0,4.6,Trae Ireland,H.M. Coakley,Trae Ireland
67785,tt2553444,After School Massacre,After School Massacre,2014,2014-01-10,"Comedy, Horror",73,USA,3.0,244,40000,3.0,244,3.6,3.0,3.0,Danika Gould,Jared Masters,Danika Gould
67787,tt2553928,Better Half,Better Half,2015,2015-08-21,Drama,110,USA,6.6,126,0,6.6,126,7.8,9.0,8.1,Jaimie Fauth,Michelle Clay,Jaimie Fauth
67790,tt2554714,Haunting of the Innocent,Haunting of the Innocent,2014,2014-02-01,"Horror, Thriller",97,USA,2.3,390,800000,2.3,390,3.0,2.0,2.0,Judd Nelson,Matt Hish,Judd Nelson
67791,tt2554786,Sink Hole,Sink Hole,2013,2013-04-01,Sci-Fi,90,USA,2.9,215,0,2.9,215,3.3,3.0,3.3,Gina Holden,Scott Wheeler,Gina Holden
67792,tt2554842,Girl in Woods,Girl in Woods,2016,2016-06-03,"Drama, Horror, Thriller",87,USA,3.3,465,0,3.3,465,3.8,3.0,3.6,Charisma Carpenter,Jeremy Benson,Charisma Carpenter
67794,tt2555652,Forever,Forever,2015,2015-09-25,Drama,94,USA,5.3,528,0,5.3,528,5.7,6.0,5.9,Deborah Ann Woll,Tatia Pilieva,Deborah Ann Woll
67800,tt2556676,Blowtorch,Blowtorch,2016,2017-02-07,"Crime, Drama, Thriller",80,USA,4.2,180,4000000,4.2,180,4.8,5.0,4.4,Lois Robbins,Kevin Breslin,Lois Robbins
67806,tt2557276,Against the Sun,Against the Sun,2014,2015-01-23,"Biography, Drama, War",100,USA,6.5,5200,0,6.5,5200,6.7,7.0,6.8,Garret Dillahunt,Brian Peter Falk,Garret Dillahunt
67808,tt2557490,Un milione di modi per morire nel West,A Million Ways to Die in the West,2014,2014-05-30,"Comedy, Western",116,USA,6.1,169209,40000000,6.1,169209,6.2,6.0,6.1,Seth MacFarlane,Seth MacFarlane,Seth MacFarlane
67809,tt2557650,Insight,Insight,2013,2013-01-19,"Drama, Sci-Fi, Thriller",103,USA,5.2,137,1000,5.2,137,6.9,8.0,6.5,Jonah Green,Jonah Green,Jonah Green
67817,tt2558318,The Last Survivors,The Last Survivors,2014,2015-12-03,"Action, Thriller",95,USA,5.3,3381,0,5.3,3381,5.6,6.0,5.4,Haley Lu Richardson,Tom Hammock,Haley Lu Richardson
67818,tt2558996,Dead Billy,Dead Billy,2016,2016-10-14,"Drama, Horror, Mystery",127,USA,4.2,108,0,4.2,108,5.2,5.0,4.3,John Hardy,Scotty Milder,John Hardy
67831,tt2561546,La città che aveva paura,The Town That Dreaded Sundown,2014,2014-10-17,"Horror, Mystery, Thriller",86,USA,5.6,13206,0,5.6,13206,5.6,6.0,5.4,Addison Timlin,Alfonso Gomez-Rejon,Addison Timlin
67832,tt2561572,Duri si diventa,Get Hard,2015,2015-07-01,"Comedy, Crime",100,USA,6.0,120243,40000000,6.0,120243,6.2,6.0,6.2,Will Ferrell,Etan Cohen,Will Ferrell
67834,tt2562232,Birdman o (L'imprevedibile virtù dell'ignoranza),Birdman or (The Unexpected Virtue of Ignorance),2014,2015-02-05,"Comedy, Drama",119,USA,7.7,566487,18000000,7.7,566487,7.6,8.0,7.4,Michael Keaton,Alejandro G. Iñárritu,Michael Keaton
67836,tt2562726,Tentativo estremo,Final Recourse,2013,2013-12-16,"Drama, Thriller",91,USA,5.2,381,0,5.2,381,5.9,6.0,6.0,Teri Polo,Barbara Stepansky,Teri Polo
67838,tt2563562,The Mark: Redemption,The Mark: Redemption,2013,2013-03-26,"Action, Fantasy, Sci-Fi",94,USA,3.7,315,0,3.7,315,4.6,4.0,4.3,Craig Sheffer,James Chankin,Craig Sheffer
67842,tt2564978,Lost Time,Lost Time,2014,2014-09-19,"Horror, Sci-Fi, Thriller",93,USA,2.8,1003,0,2.8,1003,3.4,3.0,2.7,Rochelle Vallese,Christian Sesma,Rochelle Vallese
67849,tt2566016,The Laughing Mask,The Laughing Mask,2014,2014-10-31,"Crime, Horror, Thriller",101,USA,4.8,473,0,4.8,473,6.4,8.0,5.0,Fran Rafferty,Michael Aguiar,Fran Rafferty
67853,tt2567038,The Frame,The Frame,2014,2014-10-17,"Crime, Drama, Fantasy",127,USA,6.7,3122,0,6.7,3122,6.9,7.0,6.9,David Carranza,Jamin Winans,David Carranza
67858,tt2568074,Realm of Souls,Realm of Souls,2013,2013-09-27,Horror,118,USA,3.2,106,0,3.2,106,4.1,3.0,3.4,Lance Paul,Chase Smith,Lance Paul
67860,tt2568862,Insospettabili sospetti,Going in Style,2017,2017-05-04,"Comedy, Crime",96,USA,6.6,74811,25000000,6.6,74811,6.8,7.0,6.9,Michael Caine,Zach Braff,Michael Caine
67865,tt2570224,Two-Bit Waltz,Two-Bit Waltz,2014,2014-04-19,"Comedy, Drama, Family",81,USA,5.1,392,0,5.1,392,5.4,5.5,5.5,Clara Mamet,Clara Mamet,Clara Mamet
67868,tt2570436,Army of the Damned,Army of the Damned,2013,2013-12-03,Horror,85,USA,3.8,440,1200000,3.8,440,4.5,4.0,4.8,Tony Todd,Tom DeNucci,Tony Todd
67870,tt2570738,White Reindeer,White Reindeer,2013,2013-12-06,"Comedy, Drama",82,USA,5.7,1025,0,5.7,1025,5.7,6.0,5.4,Nathan Williams,Zach Clark,Nathan Williams
67874,tt2571362,Disaster Wars: Earthquake vs. Tsunami,Disaster Wars: Earthquake vs. Tsunami,2013,2013-12-13,"Action, Drama, Sci-Fi",85,USA,1.7,404,185000,1.7,404,2.5,1.0,1.7,Joe Estevez,David Palmieri,Joe Estevez
67879,tt2571966,A Little Christmas Business,A Little Christmas Business,2013,2013-12-05,"Drama, Family",75,USA,4.0,248,0,4.0,248,4.0,1.0,3.8,Daniel Baldwin,Chuck Walker,Daniel Baldwin
67881,tt2572174,West Hollywood Motel,West Hollywood Motel,2013,2013-12-17,Comedy,78,USA,5.1,667,100000,5.1,667,6.4,6.0,6.1,Matt Riddlehoover,Matt Riddlehoover,Matt Riddlehoover
67886,tt2573206,Big Gay Love,Big Gay Love,2013,2013-06-22,Comedy,85,USA,4.9,170,0,4.9,170,5.4,5.0,5.2,Jonathan Lisecki,Ringo Le,Jonathan Lisecki
67889,tt2573372,Becoming,Becoming,2020,2020-03-06,"Drama, Horror, Sci-Fi",98,USA,4.6,650,0,4.6,650,5.0,5.0,5.0,Toby Kebbell,Omar Naim,Toby Kebbell
67897,tt2576002,Hollywood Mouth 2,Hollywood Mouth 2,2014,2014,Drama,84,USA,3.3,682,0,3.3,682,3.4,3.0,10.0,Sam Bologna,Jordan Mohr,Sam Bologna
67903,tt2577470,Halloween Awakening: The Legacy of Michael Myers,Halloween Awakening: The Legacy of Michael Myers,2012,2012-10-31,Horror,47,USA,5.7,178,0,5.7,178,6.4,6.0,5.9,Tom Kane,Michael Leavy,Tom Kane
67906,tt2577668,Prep School,Prep School,2015,2016-07-05,"Drama, Sport",85,USA,5.9,222,0,5.9,222,6.8,8.0,6.0,Carly Schroeder,Sean Nichols Lynch,Carly Schroeder
67912,tt2578608,Krampus: The Christmas Devil,Krampus: The Christmas Devil,2014,2017-08-21,"Action, Horror, Thriller",82,USA,1.6,1597,7525000,1.6,1597,2.4,1.0,1.7,Jay Dobyns,Jason Hull,Jay Dobyns
67913,tt2579034,Knock 'em Dead,Knock 'em Dead,2014,2014-06-01,"Comedy, Thriller",92,USA,4.7,110,1000000,4.7,110,5.0,5.0,4.8,Daniel Bernhardt,David DeCoteau,Daniel Bernhardt
67914,tt2579200,How to Follow Strangers,How to Follow Strangers,2013,2013-10-28,"Drama, Mystery, Romance",86,USA,5.9,169,0,5.9,169,6.4,7.0,6.1,Eunice Anderson,Chioke Nassor,Eunice Anderson
67916,tt2579836,Ooga Booga,Ooga Booga,2013,2013-03-12,"Comedy, Fantasy, Horror",87,USA,3.7,612,0,3.7,612,4.2,4.0,3.5,Karen Black,Charles Band,Karen Black
67921,tt2580888,Who Killed Johnny,Who Killed Johnny,2013,2013-02-13,Comedy,80,USA,4.4,119,0,4.4,119,5.4,5.0,5.7,Melanie Winiger,Yangzom Brauen,Melanie Winiger
67923,tt2581244,Life After Beth - L'amore ad ogni costo,Life After Beth,2014,2014-07-15,"Comedy, Fantasy, Horror",89,USA,5.6,19529,2400000,5.6,19529,5.7,6.0,5.7,Aubrey Plaza,Jeff Baena,Aubrey Plaza
67924,tt2581480,The Channel,The Channel,2016,2016-03-18,"Drama, Horror, Thriller",93,USA,3.0,296,0,3.0,296,4.0,3.0,3.0,Kristen StephensonPino,Tom Lewis,Kristen StephensonPino
67927,tt2582240,By God's Grace,By God's Grace,2014,2014-11-02,"Drama, Family",83,USA,5.1,165,0,5.1,165,6.0,7.0,5.5,Cameron Deane Stewart,Brett Eichenberger,Cameron Deane Stewart
67929,tt2582426,Julia,Julia,2014,2015-10-23,"Horror, Thriller",95,USA,4.5,1612,0,4.5,1612,4.6,5.0,4.5,Ashley C. Williams,Matthew A. Brown,Ashley C. Williams
67930,tt2582496,Quel fantastico peggior anno della mia vita,Me and Earl and the Dying Girl,2015,2015-12-10,"Comedy, Drama",105,USA,7.7,120658,8000000,7.7,120658,7.8,8.0,7.7,Thomas Mann,Alfonso Gomez-Rejon,Thomas Mann
67934,tt2582576,Castello di sabbia,Sand Castle,2017,2017-04-21,"Action, Drama, War",113,USA,6.3,18409,0,6.3,18409,6.4,6.0,6.3,Henry Cavill,Fernando Coimbra,Henry Cavill
67936,tt2582782,Hell or High Water,Hell or High Water,2016,2016-11-18,"Action, Crime, Drama",102,USA,7.6,198293,12000000,7.6,198293,7.7,8.0,7.4,Dale Dickey,David Mackenzie,Dale Dickey
67937,tt2582784,Flower,Flower,2017,2018-03-16,"Comedy, Drama",90,USA,6.0,6829,0,6.0,6829,6.1,6.0,6.0,Zoey Deutch,Max Winkler,Zoey Deutch
67938,tt2582802,Whiplash,Whiplash,2014,2015-02-12,"Drama, Music",106,USA,8.5,690732,3300000,8.5,690732,8.4,9.0,8.3,Miles Teller,Damien Chazelle,Miles Teller
67939,tt2582846,Colpa delle stelle,The Fault in Our Stars,2014,2014-09-04,"Drama, Romance",126,USA,7.7,337110,12000000,7.7,337110,7.9,8.0,7.8,Shailene Woodley,Josh Boone,Shailene Woodley
67940,tt2583192,Lucid,Lucid,2013,2013-06-24,"Drama, Horror, Thriller",87,USA,4.8,103,2500,4.8,103,5.6,6.0,4.7,Brittney Saylor,P.J. Woodside,Brittney Saylor
67944,tt2584018,Freedom,Freedom,2014,2015-04-05,"Drama, Music",94,USA,6.4,1705,14500000,6.4,1705,7.4,8.0,7.2,Cuba Gooding Jr.,Peter Cousens,Cuba Gooding Jr.
67945,tt2584380,The Town That Came A-Courtin',The Town That Came A-Courtin',2014,2014-07-17,"Comedy, Family, Romance",90,USA,6.2,287,0,6.2,287,6.7,7.0,6.5,Lauren Holly,David Winning,Lauren Holly
67949,tt2585078,Summer League,Summer League,2013,2013-03-08,"Comedy, Drama, Sport",95,USA,6.3,282,0,6.3,282,7.3,9.0,4.0,Danielle Evon Ploeger,Phillip Lybrand,Danielle Evon Ploeger
67951,tt2585548,Babysitter Massacre,Babysitter Massacre,2013,2013-04-12,"Horror, Thriller",78,USA,4.4,261,0,4.4,261,4.9,5.0,4.0,Erin R. Ryan,Henrique Couto,Erin R. Ryan
67953,tt2585736,American Bistro,American Bistro,2019,2019-08-13,"Adventure, Comedy, Drama",94,USA,6.4,778,0,6.4,778,7.8,9.0,7.4,Arthur Diennet,Arthur Diennet,Arthur Diennet
67961,tt2587914,Una questione di fede,A Matter of Faith,2014,2016-05-01,Drama,89,USA,3.7,1331,0,3.7,1331,4.2,3.0,4.0,Jordan Trovillion,Rich Christiano,Jordan Trovillion
67971,tt2591692,Boiling Pot,Boiling Pot,2015,2015-09-29,"Crime, Drama, History",95,USA,4.3,195,0,4.3,195,5.8,6.0,5.2,Danielle Fishel,Omar Ashmawey,Danielle Fishel
67972,tt2591738,Legion of the Black,Legion of the Black,2012,2012-12-21,Music,46,USA,7.5,689,150000,7.5,689,9.0,10.0,8.5,Andy Biersack,Patrick Fogarty,Andy Biersack
67986,tt2594428,Out of Reach,Out of Reach,2013,2013-07-01,Drama,89,USA,4.7,173,0,4.7,173,4.7,5.0,5.0,Lochlyn Munro,George Erschbamer,Lochlyn Munro
67995,tt2597242,Oltre il male,Home,2014,2014-08-08,Horror,91,USA,4.8,6758,0,4.8,6758,4.9,5.0,4.7,Ashley Rickards,Nicholas McCarthy,Ashley Rickards
67999,tt2597760,Le reiette,The Outcasts,2017,2017-04-14,Comedy,95,USA,5.5,3661,0,5.5,3661,5.7,6.0,5.7,Victoria Justice,Peter Hutchings,Victoria Justice
68001,tt2597892,Viral,Viral,2016,2016-08-10,"Drama, Horror, Sci-Fi",85,USA,5.5,7995,0,5.5,7995,5.5,6.0,5.7,Sofia Black-D'Elia,Henry Joost,Sofia Black-D'Elia
68003,tt2598580,Dancin': It's On!,Dancin': It's On!,2015,2015-10-30,"Family, Musical, Romance",89,USA,2.9,353,12000000,2.9,353,3.9,4.0,2.7,Gary Daniels,David Winters,Gary Daniels
68005,tt2599226,An Easter Bunny Puppy,An Easter Bunny Puppy,2013,2013-03-01,Family,90,USA,2.0,154,1000000,2.0,154,3.0,1.0,1.8,Alison Sieke,David DeCoteau,Alison Sieke
68009,tt2601260,Shadows on the Wall,Shadows on the Wall,2015,2015-07-17,"Horror, Sci-Fi, Thriller",90,USA,4.9,262,0,4.9,262,5.2,5.0,5.7,Chris Kauffmann,Ben Carland,Chris Kauffmann
68013,tt2603600,Voiceless,Voiceless,2015,2015,"Drama, Thriller",107,USA,2.0,218,500000,2.0,218,3.5,1.0,3.2,Rusty Joiner,Pat Necerato,Rusty Joiner
68015,tt2604642,The Two Pamelas,The Two Pamelas,2015,2015,"Crime, Drama, Mystery",91,USA,8.2,135,0,8.2,135,8.3,9.0,8.7,Robert Miano,Jeff Hathcock,Robert Miano
68021,tt2605528,Starship: Apocalypse,Starship: Apocalypse,2014,2014-12-20,"Action, Sci-Fi",86,USA,2.8,344,0,2.8,344,3.7,2.0,4.1,Darren Jacobs,Neil Johnson,Darren Jacobs
68024,tt2606112,Copiii: The 1st Entry,Copiii: The 1st Entry,2013,2014-06-18,"Drama, Fantasy, Horror",93,USA,3.4,259,0,3.4,259,3.6,3.0,3.7,Rod Luzzi,L. Gustavo Cooper,Rod Luzzi
68026,tt2606314,Caretakers,Caretakers,2018,2020-10-06,"Mystery, Thriller",87,USA,6.7,386,0,6.7,386,7.8,9.0,7.1,Christopher Cousins,George Loomis,Christopher Cousins
68027,tt2606614,A Cry from Within,A Cry from Within,2014,2014-04-03,"Horror, Mystery, Thriller",96,USA,3.7,286,450000,3.7,286,4.4,4.0,4.0,Eric Roberts,Zach Miller,Eric Roberts
68031,tt2608030,Loaded,Loaded,2015,2015-03-23,"Comedy, Drama",90,USA,5.5,750,0,5.5,750,6.5,7.0,6.0,Patrick John Flueger,Chris Zonnas,Patrick John Flueger
68033,tt2608324,Manhattan Romance,Manhattan Romance,2014,2016-01-01,"Comedy, Drama, Romance",94,USA,5.5,1270,0,5.5,1270,5.8,6.0,5.4,Arnold C. Baker II,Tom O'Brien,Arnold C. Baker II
68039,tt2609326,You Will Love Me,You Will Love Me,2013,2016-11-01,"Horror, Mystery, Thriller",102,USA,2.5,637,0,2.5,637,2.9,2.0,2.7,Marina Petrano,Stephen McKendree,Marina Petrano
68041,tt2609706,Ruben's Place,Ruben's Place,2012,2012-06-28,"Drama, Romance",71,USA,5.5,193,10000,5.5,193,5.9,6.0,5.2,Vint Carmona,Sam Vasquez,Vint Carmona
68042,tt2609758,A Madea Christmas,A Madea Christmas,2013,2013-12-13,"Comedy, Drama, Romance",100,USA,4.9,5734,25000000,4.9,5734,5.7,6.0,6.2,Tyler Perry,Tyler Perry,Tyler Perry
68043,tt2609778,The Last Straight Man,The Last Straight Man,2014,2014-05-06,"Comedy, Drama, Romance",110,USA,6.2,688,0,6.2,688,6.4,7.0,5.1,Mark Cirillo,Mark Bessenger,Mark Cirillo
68052,tt2611626,Force of Execution,Force of Execution,2013,2014-03-13,"Action, Crime",99,USA,4.4,2941,8000000,4.4,2941,4.7,5.0,4.5,Steven Seagal,Keoni Waxman,Steven Seagal
68062,tt2614814,The Pick-Axe Murders Part III: The Final Chapter,The Pick-Axe Murders Part III: The Final Chapter,2014,2019-11-05,Horror,87,USA,2.9,148,0,2.9,148,3.6,3.0,3.3,Tiffany Shepis,Jeremy Sumrall,Tiffany Shepis
68078,tt2619512,The Big Take,The Big Take,2018,2018-09-07,"Comedy, Thriller",83,USA,6.3,1887,0,6.3,1887,7.5,8.0,6.7,James McCaffrey,Justin Daly,James McCaffrey
68080,tt2620490,Army of Frankensteins,Army of Frankensteins,2013,2013-11-10,"Adventure, Horror, Sci-Fi",108,USA,2.8,532,0,2.8,532,3.8,3.0,2.9,Jordan Farris,Ryan Bellgardt,Jordan Farris
68081,tt2620590,Leatherface - Il massacro ha inizio,Leatherface,2017,2017-09-14,"Crime, Horror, Thriller",90,USA,5.0,18818,0,5.0,18818,5.1,5.0,5.2,Stephen Dorff,Alexandre Bustillo,Stephen Dorff
68082,tt2620736,Jug Face,Jug Face,2013,2013-07-08,"Drama, Horror, Thriller",81,USA,5.2,6625,0,5.2,6625,5.3,5.0,5.2,Sean Bridgers,Chad Crawford Kinkle,Sean Bridgers
68085,tt2621784,A House Is Not a Home,A House Is Not a Home,2015,2015-09-07,"Horror, Thriller",87,USA,3.4,121,0,3.4,121,4.1,4.0,3.2,Gerald Webb,Christopher Ray,Gerald Webb
68088,tt2622294,Bleeding Hearts,Bleeding Hearts,2015,2015-02-03,Horror,100,USA,3.7,178,1200000,3.7,178,4.2,4.0,3.5,Robert Loggia,Dylan Bank,Robert Loggia
68089,tt2622420,24 Hour Love,24 Hour Love,2013,2013-03-19,Drama,98,USA,3.8,149,0,3.8,149,4.1,4.0,3.6,Malinda Williams,Fred Thomas Jr.,Malinda Williams
68091,tt2622672,Scream at the Devil,Scream at the Devil,2015,2016-03-02,"Horror, Mystery, Thriller",98,USA,2.5,495,0,2.5,495,3.4,2.0,2.7,Shari Shattuck,Joseph P. Stachura,Shari Shattuck
68096,tt2623502,"Getting Go, the Go Doc Project","Getting Go, the Go Doc Project",2013,2013-03-04,"Drama, Romance",91,USA,7.0,2481,0,7.0,2481,7.3,7.0,6.9,Tanner Cohen,Cory Krueckeberg,Tanner Cohen
68097,tt2623946,Hunting the Legend,Hunting the Legend,2014,2014-07-08,"Horror, Mystery, Thriller",95,USA,3.5,292,100000,3.5,292,3.9,3.0,4.3,Christopher Copeland,Justin Steeley,Christopher Copeland
68101,tt2624716,Dr. Frankenstein's Wax Museum of the Hungry Dead,Dr. Frankenstein's Wax Museum of the Hungry Dead,2013,2013-03-23,Horror,85,USA,4.1,118,20000,4.1,118,5.5,5.5,5.5,Samantha Acampora,Richard Griffin,Samantha Acampora
68107,tt2625948,Seventy-Nine,Seventy-Nine,2013,2017-06-08,"Action, Horror, Mystery",82,USA,3.1,143,0,3.1,143,4.0,3.0,2.6,Adrian Voo,Filip Maciejewicz,Adrian Voo
68119,tt2630096,"Grow Up, Tony Phillips","Grow Up, Tony Phillips",2013,2013-10-31,"Comedy, Drama",91,USA,6.3,114,0,6.3,114,7.4,8.0,6.8,Tony Vespe,Emily Hagins,Tony Vespe
68120,tt2630134,Barbie e le Scarpette rosa,Barbie in the Pink Shoes,2013,2013-03-06,"Animation, Family",75,USA,5.5,1271,0,5.5,1271,6.1,6.0,5.7,Kelly Sheridan,Owen Hurley,Kelly Sheridan
68121,tt2630272,Time to Kill,Time to Kill,2014,2014-03-21,"Action, Horror, Thriller",71,USA,5.3,106,10000,5.3,106,5.6,6.0,4.5,Ellie Church,Brian K. Williams,Ellie Church
68122,tt2630300,To Jennifer,To Jennifer,2013,2013-10-09,"Horror, Thriller",76,USA,4.6,535,0,4.6,535,5.6,6.0,3.6,Chuck Pappas,James Cullen Bressack,Chuck Pappas
68123,tt2630310,House of Forbidden Secrets,House of Forbidden Secrets,2013,2013-10-15,"Drama, Horror, Thriller",98,USA,6.0,429,0,6.0,429,7.7,9.0,4.0,Lew Temple,Todd Sheets,Lew Temple
68126,tt2630742,The Ascent,The Ascent,2017,2017-11-10,"Crime, Thriller",98,USA,5.7,221,15000,5.7,221,6.4,7.0,5.5,Miguel Pérez,Thomas Murtagh,Miguel Pérez
