,year,duration,avg_vote,votes,budget,weighted_average_vote,total_votes,mean_vote,median_vote,month,production_number,lead_number,support_number,director_number,writer_number
5808,2018,94,5.2,449,0,5.2,449,5.7,6.0,01,4893,746,6399,6665,2650
5809,2011,108,4.3,686,2000000,4.3,686,5.0,4.0,04,4421,164,294,3958,5461
5810,2012,94,4.8,115,300000,4.8,115,7.3,9.0,08,6085,3900,5702,592,3996
5811,2006,90,3.4,351,1000000,3.4,351,3.8,3.0,04,1003,5694,3617,1374,5201
5812,2020,84,4.6,233,0,4.6,233,5.3,5.0,05,3386,4583,2210,1374,2706
5813,2010,99,6.5,1504,0,6.5,1504,6.9,7.0,06,1003,4678,2962,5777,7872
5814,2006,99,5.5,5648,5000000,5.5,5648,5.6,6.0,01,1466,987,3962,1384,1034
5815,2006,102,5.7,932,2500000,5.7,932,6.1,6.0,08,6134,497,5538,1152,1034
5816,2010,88,5.9,1850,1750000,5.9,1850,8.1,10.0,02,3508,3215,7565,1384,6172
5817,2012,82,5.5,399,0,5.5,399,5.9,6.0,06,5283,298,1812,517,1851
5818,2016,90,5.3,907,0,5.3,907,5.5,6.0,09,358,3505,562,3824,5210
5819,2008,90,3.8,112,1000000,3.8,112,5.6,5.0,07,5034,3437,1075,4977,7557
5820,2006,105,5.7,753,0,5.7,753,6.2,6.0,02,249,1582,4884,4523,4421
5821,2008,96,5.7,7588,7000000,5.7,7588,5.9,6.0,09,249,848,2446,616,371
5822,2006,84,5.7,866,0,5.7,866,5.5,6.0,03,195,6432,7483,616,371
5823,2012,85,4.8,1346,0,4.8,1346,5.1,5.0,05,195,5763,848,616,371
5824,2019,108,6.9,212,0,6.9,212,7.2,7.0,10,1133,848,2468,2798,1937
5825,2009,98,4.7,8128,3000000,4.7,8128,4.9,5.0,06,249,1485,4992,3578,3423
5826,2014,81,5.5,1180,0,5.5,1180,5.8,6.0,06,292,1485,1787,1531,1584
5827,2006,105,6.7,1228,4000000,6.7,1228,6.8,7.0,07,992,1151,599,850,942
5828,2013,94,5.9,815,6000000,5.9,815,6.1,6.0,08,992,599,122,850,942
5829,2013,118,5.1,458,2100000,5.1,458,6.1,6.0,05,1202,926,122,2983,7808
5830,2014,82,5.8,176,0,5.8,176,6.1,6.0,05,4196,474,122,2727,6538
5831,2006,99,6.0,1514,1000000,6.0,1514,6.6,7.0,02,3816,85,4844,6141,5105
5832,2014,95,5.8,169,400000,5.8,169,7.4,9.0,04,1833,39,3321,1587,3732
5833,2016,71,7.5,142,485000,7.5,142,8.2,8.0,0,312,3321,1583,1587,276
5834,2018,72,4.8,367,0,4.8,367,6.3,7.0,02,312,3421,810,6034,276
5835,2018,83,4.9,667,0,4.9,667,7.4,10.0,06,312,1340,5565,324,276
5836,2011,97,4.7,116,850000,4.7,116,5.5,5.0,03,2120,85,5948,5906,6009
5837,2013,94,3.2,552,1500000,3.2,552,4.0,3.0,12,2271,85,3600,2878,1710
5838,2014,93,3.7,502,400000,3.7,502,4.1,4.0,06,1159,85,1338,323,395
5839,2012,95,4.3,1666,250000,4.3,1666,4.6,4.0,10,1159,4172,4729,323,395
5840,2015,83,5.7,241,0,5.7,241,6.8,7.0,02,3987,3006,5847,323,395
5841,2018,108,6.6,6953,5000000,6.6,6953,7.1,7.0,03,98,142,6203,323,5796
5842,2006,97,6.1,2561,6000000,6.1,2561,6.3,6.0,08,56,5130,7004,5647,7338
5843,2017,92,5.3,950,0,5.3,950,6.3,6.0,04,2285,364,182,2161,5421
5844,2007,97,3.4,107,500000,3.4,107,4.3,3.0,09,4218,288,4315,1876,2344
5845,2016,119,5.0,196,0,5.0,196,6.2,7.0,02,503,288,986,5582,7341
5846,2014,95,5.7,16812,2000000,5.7,16812,5.9,6.0,04,56,277,2014,2437,2107
5847,2007,90,4.7,307,0,4.7,307,5.4,5.0,01,5053,277,5771,2549,1249
5848,2007,88,3.5,104,0,3.5,104,4.0,4.0,02,1301,4255,1245,4778,1249
5849,2006,103,7.0,11201,0,7.0,11201,7.2,7.0,11,4585,4775,2128,4257,1720
5850,2018,110,5.8,2644,0,5.8,2644,5.9,6.0,08,744,4731,2128,6515,1708
5851,2006,99,4.4,561,0,4.4,561,5.1,5.0,06,1325,59,1577,3306,4772
5852,2010,90,2.0,949,0,2.0,949,2.7,1.0,06,2118,59,4404,5661,1320
5853,2015,86,4.1,158,0,4.1,158,4.6,4.0,12,95,5314,3160,4396,1320
5854,2018,91,3.8,436,0,3.8,436,4.5,4.0,02,205,1280,6332,1175,1095
5855,2019,90,4.4,498,0,4.4,498,4.8,5.0,12,205,62,1280,1175,1095
5856,2006,96,3.3,112,600000,3.3,112,4.0,3.0,02,5307,5881,7518,6483,4920
5857,2006,105,1.4,509,0,1.4,509,2.9,1.0,04,5151,3030,7773,5106,4981
5858,2018,102,6.2,69041,21000000,6.2,69041,6.4,6.0,05,1101,2126,283,4631,7303
5859,2009,90,3.2,294,0,3.2,294,3.8,3.0,10,557,673,5103,1367,1789
5860,2016,88,5.8,4949,0,5.8,4949,7.4,8.0,01,1316,1221,888,1367,4123
5861,2013,85,4.0,318,0,4.0,318,4.6,4.0,01,649,673,1331,644,278
5862,2013,71,3.3,448,0,3.3,448,4.1,3.0,10,649,2529,1331,644,278
5863,2016,96,3.2,144,5000,3.2,144,3.9,3.0,06,1985,2410,673,644,278
5864,2015,105,5.4,223,0,5.4,223,5.5,6.0,01,5895,673,1456,3410,3263
5865,2007,97,4.1,251,500000,4.1,251,5.5,5.0,10,1107,2528,1456,1645,1318
5866,2013,80,1.8,329,17000,1.8,329,2.6,1.0,07,1107,6982,4777,1645,1318
5867,2013,107,3.4,115,0,3.4,115,4.3,4.0,09,2855,1167,1456,5455,4514
5868,2006,93,5.0,5800,0,5.0,5800,5.4,5.0,04,2053,62,1022,2065,3608
5869,2011,100,2.5,409,1500000,2.5,409,3.8,2.0,05,5396,180,1022,724,1405
5870,2014,95,4.7,968,0,4.7,968,5.0,5.0,05,4901,5651,3319,724,1405
5871,2016,101,3.5,546,450000,3.5,546,4.2,4.0,03,6012,2931,854,724,2989
5872,2017,94,4.5,605,0,4.5,605,5.0,5.0,04,694,62,690,430,929
5873,2015,105,6.4,277,0,6.4,277,7.0,7.0,03,1666,1882,3678,430,929
5874,2011,105,5.8,150,1500000,5.8,150,7.0,8.0,03,694,689,690,430,7770
5875,2012,88,4.8,1051,0,4.8,1051,5.2,5.0,10,1646,62,4382,1516,1078
5876,2016,93,4.8,39323,10000000,4.8,39323,5.0,5.0,09,2947,3218,7626,4194,1078
5877,2018,92,3.7,255,5000000,3.7,255,4.2,4.0,10,4138,62,5625,3128,3687
5878,2006,87,6.4,7742,0,6.4,7742,6.4,7.0,09,2152,5723,6227,5660,2838
5879,2007,90,5.5,408,500000,5.5,408,6.6,7.0,0,2548,1576,1655,3763,4469
5880,2016,92,6.3,401,0,6.3,401,6.1,6.0,06,632,732,7701,3060,1564
5881,2018,90,5.1,344,0,5.1,344,5.4,5.0,12,264,2660,1217,5141,4605
5882,2006,102,6.6,1243,1200000,6.6,1243,7.1,7.0,02,2967,4220,6883,492,3150
5883,2017,95,4.8,277,0,4.8,277,6.0,7.0,09,6355,6141,3091,492,6584
5884,2012,108,5.9,2875,1200000,5.9,2875,6.4,7.0,03,4811,986,749,492,6038
5885,2006,90,4.8,1320,0,4.8,1320,5.2,5.0,04,3989,8,1244,2588,2218
5886,2019,112,6.3,742,0,6.3,742,7.8,9.0,03,5642,6223,151,2263,1767
5887,2008,93,6.3,541,2000000,6.3,541,7.2,7.0,03,5836,8,472,5734,7112
5888,2020,87,6.4,442,0,6.4,442,6.7,7.0,08,5002,1697,472,3248,3352
5889,2011,92,5.3,656,0,5.3,656,6.6,6.0,10,5817,6462,472,3240,4054
5890,2010,77,3.3,330,1100000,3.3,330,4.2,3.0,06,4860,8,2435,4536,5647
5891,2016,117,4.5,508,0,4.5,508,5.3,5.0,06,317,8,3668,554,513
5892,2014,143,5.9,521,0,5.9,521,6.7,7.0,11,317,275,3876,554,513
5893,2012,104,6.6,404,0,6.6,404,7.6,9.0,01,317,3975,1235,554,513
5894,2017,81,4.1,1995,0,4.1,1995,4.2,4.0,03,1551,8,2958,1343,1207
5895,2007,82,5.4,3876,0,5.4,3876,5.6,6.0,08,1342,4848,3281,1343,1207
5896,2012,95,6.3,601,0,6.3,601,6.8,7.0,04,5721,661,777,6249,2908
5897,2015,102,6.8,1073,2000000,6.8,1073,7.2,7.0,02,455,170,4349,1942,2798
5898,2014,104,6.0,1276,0,6.0,1276,6.2,6.0,04,5195,1562,1168,6990,6256
5899,2013,106,5.8,108432,90000000,5.8,108432,6.1,6.0,09,14,647,816,1630,5498
5900,2020,110,7.1,225,0,7.1,225,7.5,8.0,08,5517,424,579,1630,1461
5901,2017,95,6.7,356,0,6.7,356,7.1,7.0,06,1497,2302,5738,6843,1461
5902,2018,97,6.4,40773,10000000,6.4,40773,6.6,7.0,02,621,582,816,1673,5950
5903,2016,86,5.4,2924,0,5.4,2924,5.6,6.0,10,3280,5773,816,6417,6039
5904,2019,149,6.3,14265,45000000,6.3,14265,6.5,7.0,10,41,1610,638,2076,4806
5905,2014,90,5.6,8617,0,5.6,8617,5.8,6.0,07,235,6593,189,1738,7584
5906,2018,102,6.4,753,0,6.4,753,6.7,7.0,10,779,149,419,4944,4631
5907,2017,85,6.2,1614,0,6.2,1614,6.4,6.0,06,471,376,419,4220,5435
5908,2019,114,5.6,270,0,5.6,270,6.4,7.0,07,779,545,419,6651,6504
5909,2014,99,5.1,169,0,5.1,169,5.9,6.0,08,6008,796,4517,3944,4850
5910,2011,90,4.0,284,2500000,4.0,284,4.9,4.0,11,2879,614,5156,4694,2905
5911,2006,100,4.6,203,0,4.6,203,4.7,5.0,05,4913,465,460,627,503
5912,2009,95,4.8,198,2000000,4.8,198,4.7,4.5,06,3343,465,6832,627,503
5913,2010,120,5.4,123,500000,5.4,123,5.5,6.0,11,6178,465,1226,627,503
5914,2013,93,6.0,5408,0,6.0,5408,6.0,6.0,05,491,2484,1736,1536,6789
5915,2006,108,5.1,164,1000000,5.1,164,5.5,5.0,08,1334,6415,4442,1300,575
5916,2017,76,4.8,186,0,4.8,186,7.2,8.0,04,670,617,1314,1300,575
5917,2020,89,5.0,720,475000,5.0,720,5.3,5.0,05,5823,523,3370,6077,4315
5918,2009,85,4.7,316,0,4.7,316,5.1,5.0,05,5842,460,7228,4010,3219
5919,2006,89,5.5,2403,0,5.5,2403,5.8,6.0,03,4315,388,5551,6603,6552
5920,2012,106,4.6,463,0,4.6,463,5.3,5.0,10,4263,763,674,6865,5478
5921,2011,91,5.5,456,0,5.5,456,6.8,8.0,0,4049,3624,674,5790,6735
5922,2009,87,5.4,247,500000,5.4,247,6.7,7.0,04,5733,388,1939,6189,2196
5923,2006,93,5.9,138,0,5.9,138,6.6,7.0,04,3800,4864,3021,6152,4385
5924,2006,88,6.8,5382,500000,6.8,5382,6.9,7.0,01,1864,6417,4201,573,3512
5925,2011,91,5.4,2252,0,5.4,2252,5.8,6.0,07,210,4824,943,573,3725
5926,2011,82,5.5,2176,0,5.5,2176,5.6,6.0,06,210,3466,6304,573,363
5927,2009,80,5.8,2925,0,5.8,2925,6.3,6.0,10,210,1864,943,882,363
5928,2006,79,6.2,3623,0,6.2,3623,6.6,7.0,07,210,4808,1596,4278,363
5929,2011,84,4.5,216,1500000,4.5,216,5.5,5.5,03,3100,2425,1079,4437,6230
5930,2006,135,7.1,829,1300000,7.1,829,7.6,8.0,03,1372,2867,3159,6252,5868
5931,2012,77,2.5,402,1000000,2.5,402,3.1,2.0,09,1114,5882,237,4123,5146
5932,2006,102,6.4,1904,2400000,6.4,1904,6.8,7.0,10,19,788,4010,2599,2179
5933,2013,107,6.3,131686,45000000,6.3,131686,6.5,7.0,01,369,4236,5517,2250,1130
5934,2013,84,4.3,2090,0,4.3,2090,5.1,5.0,01,4921,3103,2595,3457,1130
5935,2014,95,4.9,2506,5000000,4.9,2506,5.2,5.0,11,4093,3787,3253,1136,2257
5936,2014,86,5.8,8991,6000000,5.8,8991,6.0,6.0,01,76,678,430,5017,7688
5937,2018,93,6.5,1322,0,6.5,1322,8.2,9.0,06,1839,4468,430,2447,603
5938,2007,93,6.3,254,1100000,6.3,254,7.0,7.0,11,3499,2012,4366,5079,603
5939,2011,98,6.5,505,0,6.5,505,7.0,7.0,09,1964,448,5389,1855,2957
5940,2014,89,5.6,1618,0,5.6,1618,5.6,6.0,12,231,157,732,3430,6568
5941,2016,120,6.2,807,0,6.2,807,7.0,7.0,01,3173,157,917,5766,1776
5942,2013,112,5.1,775,2500000,5.1,775,5.8,6.0,02,5400,6155,1514,6875,6655
5943,2008,98,5.9,2076,3500000,5.9,2076,6.1,6.0,09,19,3902,5901,6367,5729
5944,2016,95,6.0,3602,0,6.0,3602,6.2,6.0,02,217,47,395,3010,1632
5945,2017,95,5.8,5620,0,5.8,5620,5.9,6.0,10,714,6606,395,917,922
5946,2013,105,6.2,204,0,6.2,204,6.8,7.0,08,2060,2678,1136,917,922
5947,2006,86,3.3,417,1000000,3.3,417,7.7,10.0,06,5657,5764,3107,6587,6539
5948,2009,95,5.0,2124,0,5.0,2124,5.2,5.0,03,25,4103,4024,922,7404
5949,2012,110,4.6,1395,4500000,4.6,1395,5.2,5.0,11,5602,299,681,4436,7727
5950,2012,91,6.5,1061,0,6.5,1061,6.9,7.0,10,1129,299,474,882,4750
5951,2016,96,6.1,466,0,6.1,466,7.1,8.0,09,1957,299,553,5171,6628
5952,2011,98,3.1,1405,0,3.1,1405,3.7,3.0,09,29,241,1066,2406,2473
5953,2014,85,5.1,146,0,5.1,146,7.6,10.0,11,4620,1341,1066,4969,6874
5954,2008,95,7.4,34925,0,7.4,34925,7.8,8.0,09,1406,354,3869,4051,1724
5955,2008,91,5.3,5900,0,5.3,5900,5.6,6.0,10,93,354,5392,3361,6292
5956,2009,96,5.2,149,0,5.2,149,6.9,7.0,0,6194,624,5837,6702,5695
5957,2009,99,4.6,1070,0,4.6,1070,5.2,5.0,03,57,4881,6733,2343,5966
5958,2009,106,5.1,834,0,5.1,834,5.6,6.0,03,57,1594,3314,2306,3525
5959,2017,105,5.4,147,0,5.4,147,6.1,6.0,07,5333,1594,980,6354,5115
5960,2017,89,4.3,3987,5000000,4.3,3987,4.5,5.0,10,42,48,2022,4608,4024
5961,2020,100,3.9,1249,0,3.9,1249,4.3,4.0,06,124,48,6704,225,627
5962,2014,83,7.2,102,5000,7.2,102,7.6,8.0,10,1448,6673,4901,225,627
5963,2016,88,5.6,3551,0,5.6,3551,6.3,6.0,06,1137,5639,4885,225,1916
5964,2017,99,4.4,444,100000,4.4,444,4.8,5.0,09,46,759,1402,225,4349
5965,2016,85,5.0,320,0,5.0,320,5.6,6.0,10,72,48,984,3826,5866
5966,2017,89,4.6,11119,0,4.6,11119,4.8,5.0,06,72,48,441,4162,4362
5967,2017,92,5.5,1374,0,5.5,1374,5.7,6.0,04,3579,5282,441,3747,5540
5968,2015,90,4.4,1355,0,4.4,1355,4.6,5.0,08,334,48,3253,2879,3443
5969,2019,100,6.0,4930,0,6.0,4930,6.1,6.0,12,485,3959,5588,1740,332
5970,2015,82,4.6,2335,0,4.6,2335,4.8,5.0,09,235,2869,7157,1740,332
5971,2017,90,4.8,1665,0,4.8,1665,5.1,5.0,02,362,1105,5489,1617,332
5972,2006,96,5.2,199,0,5.2,199,6.5,6.0,08,2619,945,812,6340,2457
5973,2007,95,5.8,219,0,5.8,219,6.1,6.0,04,3055,120,812,4211,2015
5974,2007,85,2.9,932,950000,2.9,932,3.4,3.0,08,2799,418,812,6296,774
5975,2016,93,4.3,766,0,4.3,766,4.8,5.0,09,4490,3873,3100,3974,774
5976,2009,90,5.6,18503,4500000,5.6,18503,5.7,6.0,07,25,1407,812,604,6388
5977,2006,103,5.1,2556,2500000,5.1,2556,5.5,5.0,0,5298,1022,85,1348,2424
5978,2008,88,4.6,5519,2500000,4.6,5519,5.0,5.0,11,2825,11,4993,1348,7179
5979,2009,80,5.6,973,2000000,5.6,973,5.9,6.0,12,4966,1022,3424,3096,7198
5980,2006,71,5.1,197,0,5.1,197,5.8,6.0,0,1365,5112,1878,5161,4926
5981,2014,90,4.0,702,0,4.0,702,4.4,4.0,07,3901,364,2282,1596,5815
5982,2011,88,5.8,378,0,5.8,378,6.0,6.0,10,1599,4926,4875,1596,4420
5983,2010,90,6.2,10583,0,6.2,10583,6.4,6.0,04,5120,1383,1542,4470,4406
5984,2006,103,5.0,970,1400000,5.0,970,5.6,6.0,04,4706,117,4622,3202,7703
5985,2010,48,6.3,134,0,6.3,134,7.2,7.0,0,2532,6691,4622,4290,5310
5986,2009,102,4.8,108,0,4.8,108,5.3,5.0,04,5058,117,1079,439,6430
5987,2012,93,3.7,232,0,3.7,232,5.3,5.0,09,893,1034,1599,439,1551
5988,2020,91,6.4,1327,500000,6.4,1327,8.3,9.0,04,6089,3407,2306,439,1598
5989,2008,98,4.9,161,5000000,4.9,161,6.6,7.0,10,4415,5479,1079,3667,3066
5990,2017,80,5.8,205,500000,5.8,205,6.5,8.0,01,1649,6842,785,6772,4460
5991,2007,117,4.6,433,0,4.6,433,5.9,6.0,10,672,4354,6539,1457,3396
5992,2011,104,4.7,107,0,4.7,107,5.1,5.0,07,672,3692,6462,1457,2050
5993,2006,86,6.4,1126,1500000,6.4,1126,8.4,9.0,10,5874,120,3907,852,4359
5994,2009,91,5.3,4137,1500000,5.3,4137,5.6,6.0,09,391,53,5610,852,5697
5995,2006,117,6.1,2646,0,6.1,2646,6.4,6.0,03,5345,120,1064,1258,881
5996,2018,129,6.6,2558,1200000,6.6,2558,6.7,7.0,08,5747,3194,304,1258,881
5997,2011,97,4.6,3373,0,4.6,3373,4.8,5.0,07,29,4406,1064,351,1341
5998,2017,100,3.9,16563,0,3.9,16563,4.1,4.0,11,4212,1727,5169,351,1341
5999,2008,101,6.7,443,0,6.7,443,7.2,8.0,03,4830,2285,4863,1787,4562
6000,2010,107,6.2,4864,0,6.2,4864,6.5,7.0,09,44,1296,369,5362,7257
6001,2016,98,6.6,935,0,6.6,935,6.8,7.0,06,3075,4921,369,2952,2325
6002,2020,101,4.2,205,0,4.2,205,4.6,5.0,04,971,120,1592,762,1084
6003,2016,112,5.9,291,1500000,5.9,291,6.4,6.0,11,971,249,4790,762,1084
6004,2007,86,6.6,4292,0,6.6,4292,6.8,7.0,06,259,762,7508,3817,6582
6005,2018,86,7.7,4824,0,7.7,4824,8.9,10.0,11,2869,333,859,6443,6147
6006,2009,105,5.1,168,0,5.1,168,5.6,6.0,01,549,2426,859,4095,3544
6007,2011,89,4.9,114,0,4.9,114,6.4,7.0,11,4799,805,859,5401,7271
6008,2014,98,6.8,363,0,6.8,363,7.0,7.0,09,4866,5771,859,3512,3188
6009,2006,92,6.7,21191,0,6.7,21191,6.9,7.0,01,3375,4258,6555,1841,3788
6010,2013,102,6.7,98588,100000000,6.7,98588,6.9,7.0,05,157,3732,4461,1857,5808
6011,2015,88,7.1,41469,99000000,7.1,41469,7.2,7.0,11,157,4250,2962,1521,6642
6012,2011,98,5.4,332,0,5.4,332,6.5,7.0,07,224,783,4574,249,151
6013,2006,95,5.1,628,200000,5.1,628,5.7,6.0,02,224,3367,2658,249,151
6014,2009,80,6.6,2482,0,6.6,2482,7.2,8.0,10,224,2404,783,249,151
6015,2020,77,4.2,219,0,4.2,219,5.0,5.0,07,2731,1052,4223,2451,151
6016,2016,85,4.6,636,0,4.6,636,4.9,5.0,08,2121,3584,7491,249,1032
6017,2012,96,3.7,670,0,3.7,670,3.9,3.0,12,653,622,2594,4948,1032
6018,2010,80,2.8,114,250000,2.8,114,3.5,3.0,11,294,6737,3707,2629,1463
6019,2013,96,3.1,314,150000,3.1,314,4.0,3.0,05,3373,3257,858,3547,1463
6020,2006,105,4.6,560,1100000,4.6,560,5.2,5.0,04,4556,6624,632,641,665
6021,2013,98,6.0,386,1500000,6.0,386,6.8,7.0,06,1735,1842,1873,641,665
6022,2009,85,4.8,327,1000000,4.8,327,5.4,5.0,03,297,451,986,641,4878
6023,2012,93,4.3,201,0,4.3,201,4.9,5.0,11,3931,4041,632,1582,5886
6024,2007,100,6.1,657,0,6.1,657,6.7,7.0,02,5852,1416,306,5810,4667
6025,2014,88,5.3,463,0,5.3,463,5.9,6.0,03,189,584,306,201,6419
6026,2015,92,6.5,3935,0,6.5,3935,8.4,10.0,12,189,5460,503,201,5746
6027,2017,97,4.1,218,0,4.1,218,4.5,4.0,06,5256,6055,7216,201,4686
6028,2006,82,4.8,546,0,4.8,546,5.9,6.0,04,62,2541,2682,491,235
6029,2011,88,4.4,165,0,4.4,165,5.7,6.0,04,62,6881,3030,491,235
6030,2012,112,5.0,688,0,5.0,688,5.7,6.0,06,62,3524,701,491,235
6031,2009,85,4.6,5067,1800000,4.6,5067,4.9,5.0,01,4676,1573,701,4564,7151
6032,2018,97,4.6,747,0,4.6,747,4.8,5.0,08,292,2004,701,5800,5752
6033,2016,84,5.9,5981,0,5.9,5981,6.3,6.0,09,62,4107,7769,1318,781
6034,2018,85,4.7,2116,0,4.7,2116,5.2,5.0,08,62,6743,3630,1318,781
6035,2016,97,6.8,9123,0,6.8,9123,6.6,7.0,09,888,2101,1264,2290,3567
6036,2016,79,5.1,138,0,5.1,138,5.6,6.0,08,62,3869,4666,4764,4734
6037,2006,84,5.5,460,126000,5.5,460,6.1,6.0,06,4075,2846,3347,2859,6606
6038,2020,90,5.1,1233,0,5.1,1233,5.3,5.0,05,854,3671,824,5174,4934
6039,2018,98,5.7,2974,0,5.7,2974,5.8,6.0,07,2379,302,4615,1038,4323
6040,2007,89,6.5,1612,0,6.5,1612,6.8,7.0,05,5264,5263,1662,1038,3356
6041,2020,115,8.0,167,0,8.0,167,8.1,9.0,11,335,572,6851,2342,3534
6042,2017,86,6.4,15670,0,6.4,15670,6.4,7.0,11,195,572,1344,358,6208
6043,2013,145,5.6,18974,0,5.6,18974,6.3,6.0,04,3795,5316,805,358,5936
6044,2014,92,5.1,16850,0,5.1,16850,5.2,5.0,04,434,671,3765,358,2517
6045,2006,85,4.2,292,10000000,4.2,292,4.4,4.0,0,5588,1637,386,6030,2222
6046,2008,94,3.1,1538,450000,3.1,1538,4.0,3.0,0,1727,163,386,6156,2477
6047,2006,95,5.0,116,0,5.0,116,5.7,5.5,01,1467,4193,7306,3755,2194
6048,2006,99,2.9,1070,300000,2.9,1070,3.6,3.0,03,1734,5542,6092,3809,6560
6049,2009,98,5.5,12237,2000000,5.5,12237,5.6,6.0,11,3335,1079,624,6035,7288
6050,2006,81,2.1,726,325000,2.1,726,2.8,2.0,01,3256,5135,953,3666,3065
6051,2008,106,6.9,195,0,6.9,195,7.8,9.0,0,3201,4405,953,3539,3165
6052,2006,90,6.2,633,0,6.2,633,6.7,7.0,02,4999,1523,993,5351,2741
6053,2018,81,3.7,131,0,3.7,131,6.3,7.0,09,2807,1118,993,1214,2081
6054,2011,83,5.2,545,9500000,5.2,545,5.7,5.0,01,538,584,1600,1214,5987
6055,2018,102,4.8,161,0,4.8,161,5.7,6.0,03,4219,1523,32,487,7859
6056,2010,78,6.0,798,500000,6.0,798,6.5,7.0,11,6325,6268,2474,487,5940
6057,2017,120,2.6,111,0,2.6,111,3.9,3.0,0,2142,2819,3909,487,2816
6058,2012,85,3.0,116,350000,3.0,116,4.2,3.0,0,6074,1500,32,1727,5975
6059,2017,86,4.1,292,0,4.1,292,3.3,1.0,03,741,5958,6300,1727,7843
6060,2006,98,3.7,1147,1100000,3.7,1147,4.1,4.0,04,3483,710,32,5814,1870
6061,2007,95,6.1,4000,9000000,6.1,4000,6.4,6.0,07,5947,5204,1046,6300,6529
6062,2015,103,6.8,233,0,6.8,233,8.2,10.0,09,2312,1164,3455,415,159
6063,2012,89,4.7,133,350000,4.7,133,4.8,4.0,03,666,3762,1630,415,159
6064,2012,82,3.5,1349,250000,3.5,1349,4.2,4.0,06,666,6712,880,415,159
6065,2012,94,5.3,524,0,5.3,524,5.6,6.0,07,4574,2400,7016,1134,159
6066,2006,92,4.9,8689,500000,4.9,8689,5.5,6.0,05,4885,6024,318,5606,5139
6067,2006,113,5.9,449,650000,5.9,449,7.0,7.0,10,1530,4068,318,2370,3541
6068,2015,81,7.2,1758,0,7.2,1758,8.2,9.0,04,3974,5554,318,7068,4606
6069,2006,94,6.3,411,0,6.3,411,7.0,7.0,04,2795,5688,6747,5600,2631
6070,2006,101,6.3,292,100000,6.3,292,7.0,8.0,01,5168,5981,4365,4156,2988
6071,2007,90,4.6,605,5000000,4.6,605,6.7,7.0,10,5882,2140,830,813,2520
6072,2006,80,4.8,194,100000,4.8,194,5.4,5.0,0,6311,3899,6392,6898,6923
6073,2007,90,3.6,635,1000000,3.6,635,5.0,4.0,09,4408,516,3356,1634,666
6074,2011,88,3.2,789,0,3.2,789,3.5,3.0,01,4502,1336,4907,3681,666
6075,2009,97,4.4,859,0,4.4,859,4.7,5.0,04,65,3333,364,1634,1905
6076,2018,80,4.1,972,0,4.1,972,4.4,4.0,10,162,5541,3356,1591,7814
6077,2013,85,4.9,170,0,4.9,170,5.4,5.0,06,2488,4426,3356,3836,4145
6078,2006,88,6.5,1481,0,6.5,1481,6.4,7.0,01,1310,3395,6507,4847,5386
6079,2013,98,4.2,111,800000,4.2,111,5.1,5.0,06,1310,3451,6982,6315,7336
6080,2010,90,3.5,388,0,3.5,388,4.0,4.0,0,776,418,5651,429,7845
6081,2012,90,3.7,160,1000000,3.7,160,4.9,4.0,06,1903,6646,1367,3364,4852
6082,2007,86,7.5,1592,5000000,7.5,1592,7.8,8.0,10,1439,6242,1781,6885,6926
6083,2008,105,7.4,3078,0,7.4,3078,7.8,8.0,08,4406,5093,725,5596,7270
6084,2008,88,3.7,376,500000,3.7,376,4.7,4.0,07,5023,6207,4585,5430,3511
6085,2013,97,6.4,66390,0,6.4,66390,6.5,7.0,06,6184,6071,1289,3270,952
6086,2011,86,5.1,1610,0,5.1,1610,5.3,5.0,04,305,4207,2404,1769,952
6087,2011,108,6.6,1170,0,6.6,1170,6.9,7.0,09,5367,4692,828,2671,4910
6088,2010,89,6.0,182,0,6.0,182,6.6,6.5,11,1989,326,6734,2470,5173
6089,2006,97,5.5,198,1000000,5.5,198,6.4,6.0,03,4954,1773,4319,4509,5520
6090,2009,89,5.1,413,2500000,5.1,413,6.1,6.0,01,6357,5048,2567,3046,2750
6091,2007,119,6.6,2385,0,6.6,2385,6.9,7.0,10,5117,30,4344,1134,1072
6092,2011,86,5.7,480,0,5.7,480,6.1,6.0,07,4061,628,1131,3378,1072
6093,2011,90,3.8,133,0,3.8,133,5.0,5.0,10,2893,30,2914,4473,4834
6094,2012,80,6.6,751,1000000,6.6,751,7.2,7.0,11,5777,30,6367,6996,94
6095,2008,96,6.7,1302,900000,6.7,1302,7.4,8.0,09,770,5739,5557,481,94
6096,2014,89,3.7,1331,0,3.7,1331,4.2,3.0,05,6265,6387,4537,481,94
6097,2008,92,3.8,175,0,3.8,175,4.8,4.0,02,684,1771,4062,778,94
6098,2016,88,6.0,131,0,6.0,131,7.2,8.0,08,684,2294,7362,778,94
6099,2008,103,6.6,390,220000,6.6,390,7.2,8.0,05,4778,3438,420,1889,5254
6100,2013,100,5.3,103,650000,5.3,103,6.0,6.0,01,4297,494,420,5878,7606
6101,2015,101,3.1,112,7600000,3.1,112,4.0,3.0,0,969,1496,420,6841,4738
6102,2013,95,5.3,124,3500000,5.3,124,6.4,7.0,12,736,30,168,3129,1285
6103,2013,84,3.2,130,300000,3.2,130,3.8,3.0,07,736,1255,5604,3253,1285
6104,2011,102,3.6,1054,5500000,3.6,1054,4.2,4.0,04,5432,3479,168,4004,4298
